"PID","Name","Affiliation","Duty","Conference","Year","City","State","Country","#Papers","#Citations"
"0EWw1z8AAAAJ","Jimmy Lin","University of Waterloo","Associate Editors","vldb","2018","Rio de Janeiro","Rio de Janeiro","Brazil",352,11736
"q6Ft35wAAAAJ","Ioana Manolescu","Senior researcher; Inria Saclay; part-time professor; Ecole polytechnique; France","Associate Editors","vldb","2018","Rio de Janeiro","Rio de Janeiro","Brazil",236,5863
"NjeM1LsAAAAJ","Renee Miller","University of Toronto","Associate Editors","vldb","2018","Rio de Janeiro","Rio de Janeiro","Brazil",158,11811
"GHz1ZVIAAAAJ","Mohamed Mokbel","Chief Scientist; Qatar Computing Research Inst. -- Professor; Comp. Sci. & Eng.;Univ. of Minnesota","Associate Editors","vldb","2018","Rio de Janeiro","Rio de Janeiro","Brazil",263,9935
"Pqf21y0AAAAJ","Felix Naumann","Hasso Plattner Institute; University of Potsdam","Associate Editors","vldb","2018","Rio de Janeiro","Rio de Janeiro","Brazil",216,6999
"2mjUsP8AAAAJ","Srinivasan Parthasarathy","Professor of Computer Science and Engineering; TheOhio State University","Associate Editors","vldb","2018","Rio de Janeiro","Rio de Janeiro","Brazil",493,12984
"u1UDm4wAAAAJ","Andrew Pavlo","Carnegie Mellon University","Associate Editors","vldb","2018","Rio de Janeiro","Rio de Janeiro","Brazil",56,3257
"KtP9-zYAAAAJ","S. Sudarshan","Professor of Computer Science;Indian Institute of Technology; Bombay","Associate Editors","vldb","2018","Rio de Janeiro","Rio de Janeiro","Brazil",145,13398
"SdGU2bMAAAAJ","Jens Teubner","Senior Researcher;ETH Zurich; Systems Group","Associate Editors","vldb","2018","Rio de Janeiro","Rio de Janeiro","Brazil",94,2969
"_XE_jhQAAAAJ","Yuanyuan Tian","IBM Almaden Research Center","Associate Editors","vldb","2018","Rio de Janeiro","Rio de Janeiro","Brazil",47,2800
"LJNsBeoAAAAJ","Jianliang Xu (å¾å»ºè‰¯)","Professor of Computer Science;Hong Kong Baptist University","Associate Editors","vldb","2018","Rio de Janeiro","Rio de Janeiro","Brazil",945,7011
"DuLgpaQAAAAJ","Meihui ZHANG","Beijing Institute of Technology","Associate Editors","vldb","2018","Rio de Janeiro","Rio de Janeiro","Brazil",36,781
"qFiMLsIAAAAJ","Xiaodong Zhang","TheOhio State University","Associate Editors","vldb","2018","Rio de Janeiro","Rio de Janeiro","Brazil",217,11171
"zV_MbA4AAAAJ","Abdul Quamar","Research Staff Member; IBM-Research Almaden","Research Track PC","vldb","2018","Rio de Janeiro","Rio de Janeiro","Brazil",17,197
"v2-C4i4AAAAJ","Agma J. M. Traina","Universidade de Sao Paulo","Research Track PC","vldb","2018","Rio de Janeiro","Rio de Janeiro","Brazil",441,5178
"2eUL7eEAAAAJ","Aijun An","Professor of Computer Science;York University","Research Track PC","vldb","2018","Rio de Janeiro","Rio de Janeiro","Brazil",204,13715
"Hs9cVRgAAAAJ","Alan Fekete","Professor of Enterprise Software Systems;University of Sydney","Research Track PC","vldb","2018","Rio de Janeiro","Rio de Janeiro","Brazil",173,4768
"szORzAoAAAAJ","Alex Thomo","Professor of Computer Science;University of Victoria","Research Track PC","vldb","2018","Rio de Janeiro","Rio de Janeiro","Brazil",115,942
"sOzdfjYAAAAJ","Alexandra Meliou","University of Massachusetts; Amherst","Research Track PC","vldb","2018","Rio de Janeiro","Rio de Janeiro","Brazil",47,773
"IBZL3aQAAAAJ","Allison A. Wing","Florida State University","Research Track PC","vldb","2018","Rio de Janeiro","Rio de Janeiro","Brazil",13,355
"YdrkeNwAAAAJ","Anastasia Ailamaki","Professor of Computer and Communication Sciences.EPFL","Research Track PC","vldb","2018","Rio de Janeiro","Rio de Janeiro","Brazil",312,10122
"GfDVWmEAAAAJ","Andrea CalÃ¬","Birkbeck University of Londonand Oxford-Man Institute of Quantitative Finance","Research Track PC","vldb","2018","Rio de Janeiro","Rio de Janeiro","Brazil",147,3990
"7Vh0rQ0AAAAJ","Anja Gruenheid","Google Inc.","Research Track PC","vldb","2018","Rio de Janeiro","Rio de Janeiro","Brazil",15,155
"srFoN_4AAAAJ","Antonios Deligiannakis","Associate Professor of Computer Science;Technical University of Crete","Research Track PC","vldb","2018","Rio de Janeiro","Rio de Janeiro","Brazil",77,1971
"A3ZBxxcAAAAJ","Arbee L.P. Chen (é™³è‰¯å¼¼)","Asia University; Taiwan","Research Track PC","vldb","2018","Rio de Janeiro","Rio de Janeiro","Brazil",282,5286
"11JgipcAAAAJ","Aristides Gionis","Aalto University","Research Track PC","vldb","2018","Rio de Janeiro","Rio de Janeiro","Brazil",228,13919
"Sk-JV9QAAAAJ","Arnab Bhattacharya","Computer Science and Engineering;Indian Institute of Technology; Kanpur","Research Track PC","vldb","2018","Rio de Janeiro","Rio de Janeiro","Brazil",38,453
"hZQ57XcAAAAJ","Arun Kumar","University of California; San Diego","Research Track PC","vldb","2018","Rio de Janeiro","Rio de Janeiro","Brazil",26,770
"47sihrsAAAAJ","Ashraf Aboulnaga","Qatar Computing Research Institute; HBKU","Research Track PC","vldb","2018","Rio de Janeiro","Rio de Janeiro","Brazil",84,3384
"A0hv6xwAAAAJ","Ashwin Machanavajjhala","Assistant Professor;Duke University","Research Track PC","vldb","2018","Rio de Janeiro","Rio de Janeiro","Brazil",90,6571
"1KdkcSoAAAAJ","Asterios Katsifodimos","Assistant Professor atTU Delft","Research Track PC","vldb","2018","Rio de Janeiro","Rio de Janeiro","Brazil",31,390
"RkddXygAAAAJ","Azza Abouzied","Assistant Professor of Computer Science; New York University Abu Dhabi","Research Track PC","vldb","2018","Rio de Janeiro","Rio de Janeiro","Brazil",36,1463
"o5k9wxUAAAAJ","Dr Zheng Baihua (éƒ‘ç™½æ¡¦)","Associate Professor of School of Information Systems;Singapore Management University","Research Track PC","vldb","2018","Rio de Janeiro","Rio de Janeiro","Brazil",122,3398
"HHd7uewAAAAJ","Barzan Mozafari","Assistant Professor;University of Michigan (Ann Arbor)","Research Track PC","vldb","2018","Rio de Janeiro","Rio de Janeiro","Brazil",48,1467
"9560QjYAAAAJ","Beng Chin Ooi","National University of Singapore","Research Track PC","vldb","2018","Rio de Janeiro","Rio de Janeiro","Brazil",340,18261
"jKHvF80AAAAJ","Bernd Amann","Professor of Computer Science;UniversitÃ© Pierre et Marie Curie","Research Track PC","vldb","2018","Rio de Janeiro","Rio de Janeiro","Brazil",79,1433
"AjYkTi8AAAAJ","Bolin Ding","Researcher; Data Management; Exploration and Mining Group (DMX); Microsoft Research","Research Track PC","vldb","2018","Rio de Janeiro","Rio de Janeiro","Brazil",65,2751
"S6L1eOMAAAAJ","Byron Choi","Associate Professor;Hong Kong Baptist University","Research Track PC","vldb","2018","Rio de Janeiro","Rio de Janeiro","Brazil",114,1614
"wb9DYOEAAAAJ","Carlo Aldo Curino","Principal Research Scientist;Microsoft-- CISL","Research Track PC","vldb","2018","Rio de Janeiro","Rio de Janeiro","Brazil",91,4567
"NrgcBX8AAAAJ","Carmem Hara","Professor of Computer Science;Federal University of Parana; Brazil","Research Track PC","vldb","2018","Rio de Janeiro","Rio de Janeiro","Brazil",85,2207
"GkXqbmMAAAAJ","Ce Zhang","ETH Zurich","Research Track PC","vldb","2018","Rio de Janeiro","Rio de Janeiro","Brazil",70,1394
"mcz6T78AAAAJ","Chee Yong Chan","National University of Singapore","Research Track PC","vldb","2018","Rio de Janeiro","Rio de Janeiro","Brazil",86,5056
"IiSNwnAAAAAJ","Chi Wang","Microsoft Research","Research Track PC","vldb","2018","Rio de Janeiro","Rio de Janeiro","Brazil",54,3356
"DnnCWN0AAAAJ","Christopher RÃ©","Computer Science;Stanford University","Research Track PC","vldb","2018","Rio de Janeiro","Rio de Janeiro","Brazil",194,7440
"15bmyOkAAAAJ","Chuan Xiao","Nagoya University","Research Track PC","vldb","2018","Rio de Janeiro","Rio de Janeiro","Brazil",53,1972
"INQwsQkAAAAJ","Christian Bizer","Professor of Information Systems;University of Mannheim; Germany","Research Track PC","vldb","2018","Rio de Janeiro","Rio de Janeiro","Brazil",212,24879
"Kw71k1gAAAAJ","Da Yan","TheUniversity of Alabama at Birmingham","Research Track PC","vldb","2018","Rio de Janeiro","Rio de Janeiro","Brazil",41,568
"gMOBKfUAAAAJ","Daisy Zhe Wang","University of Florida","Research Track PC","vldb","2018","Rio de Janeiro","Rio de Janeiro","Brazil",43,1418
"PsBGmRcAAAAJ","Dan Ports","University of Washington","Research Track PC","vldb","2018","Rio de Janeiro","Rio de Janeiro","Brazil",49,1365
"mdE4fyoAAAAJ","Dario Colazzo","UniversitÃ© Paris Dauphine","Research Track PC","vldb","2018","Rio de Janeiro","Rio de Janeiro","Brazil",96,801
"2T5fDJQAAAAJ","David Koop","Computer & Information Science;UMass Dartmouth","Research Track PC","vldb","2018","Rio de Janeiro","Rio de Janeiro","Brazil",50,2232
"hI3a_oIAAAAJ","Bo-Yin Yang","Academia Sinica","Research Track PC","vldb","2018","Rio de Janeiro","Rio de Janeiro","Brazil",94,2569
"kGKlHp0AAAAJ","Divesh Srivastava","AT&T Labs-Research","Research Track PC","vldb","2018","Rio de Janeiro","Rio de Janeiro","Brazil",539,26100
"iIFHZ1UAAAAJ","Elke Rundensteiner","Professor of Computer Science;Worcester Polytechnic Institute","Research Track PC","vldb","2018","Rio de Janeiro","Rio de Janeiro","Brazil",578,11481
"gg0HkEsAAAAJ","Emmanuel MÃ¼ller","Professor of Computer Science;Hasso Plattner Institute","Research Track PC","vldb","2018","Rio de Janeiro","Rio de Janeiro","Brazil",105,1826
"JzoifEMAAAAJ","Fatma Ozcan","IBM Research - Almaden","Research Track PC","vldb","2018","Rio de Janeiro","Rio de Janeiro","Brazil",97,2444
"uLa0zdcAAAAJ","Feida Zhu","Singapore Management University","Research Track PC","vldb","2018","Rio de Janeiro","Rio de Janeiro","Brazil",115,2154
"qPDhlWkAAAAJ","Feifei Li","Associate Professor of Computer Science; School of Computing;University of Utah","Research Track PC","vldb","2018","Rio de Janeiro","Rio de Janeiro","Brazil",106,5259
"iG3kO1QAAAAJ","Fernando Chirigati","Ph.D. Candidate at NYU Tandon School of Engineering","Research Track PC","vldb","2018","Rio de Janeiro","Rio de Janeiro","Brazil",50,734
"8PfpzuEAAAAJ","Florin Rusu","Associate Professor; EECS;UC Merced","Research Track PC","vldb","2018","Rio de Janeiro","Rio de Janeiro","Brazil",59,513
"R1Jt75cAAAAJ","Francesco Bonchi","Research Leader at the ISI Foundation","Research Track PC","vldb","2018","Rio de Janeiro","Rio de Janeiro","Brazil",236,7585
"RcCvJVQAAAAJ","FranÃ§ois GoasdouÃ©","Professor of Computer Science; UniversitÃ© de Rennes","Research Track PC","vldb","2018","Rio de Janeiro","Rio de Janeiro","Brazil",99,1446
"WFFamJkAAAAJ","Gao Cong","Nanyang Technological University","Research Track PC","vldb","2018","Rio de Janeiro","Rio de Janeiro","Brazil",147,7076
"0VFi-vAAAAAJ","George Kollios","Professor of Computer Science;Boston University","Research Track PC","vldb","2018","Rio de Janeiro","Rio de Janeiro","Brazil",135,8293
"RG3PiFgAAAAJ","Georgia Koutrika","Athena Research Center","Research Track PC","vldb","2018","Rio de Janeiro","Rio de Janeiro","Brazil",127,3532
"v19BUHIAAAAJ","Gillian Dobbie","University of Auckland","Research Track PC","vldb","2018","Rio de Janeiro","Rio de Janeiro","Brazil",199,1855
"Pi89P8kAAAAJ","Guoliang Li","Associate Professor;Tsinghua University","Research Track PC","vldb","2018","Rio de Janeiro","Rio de Janeiro","Brazil",137,4692
"SKVnHakAAAAJ","H. V. Jagadish","Unknown affiliation","Research Track PC","vldb","2018","Rio de Janeiro","Rio de Janeiro","Brazil",474,32338
"Q1mcglAAAAAJ","Haixun Wang","Director of Natural Language Processing atAmazon","Research Track PC","vldb","2018","Rio de Janeiro","Rio de Janeiro","Brazil",514,16010
"DdHED4IAAAAJ","Hakan Tureci","Princeton University","Research Track PC","vldb","2018","Rio de Janeiro","Rio de Janeiro","Brazil",156,4912
"IF0C9wQAAAAJ","Harish Doraiswamy","NYU Center for Data Science","Research Track PC","vldb","2018","Rio de Janeiro","Rio de Janeiro","Brazil",30,465
"TBaBNdkAAAAJ","Haryadi Gunawi","Assistant Professor of Computer Science;University of Chicago","Research Track PC","vldb","2018","Rio de Janeiro","Rio de Janeiro","Brazil",49,1200
"oqpT1YUAAAAJ","Heiner Stuckenschmidt","University of Mannheim","Research Track PC","vldb","2018","Rio de Janeiro","Rio de Janeiro","Brazil",421,10948
"jyykiFIAAAAJ","Herodotos Herodotou","Lecturer (tenure-track);Cyprus University of Technology","Research Track PC","vldb","2018","Rio de Janeiro","Rio de Janeiro","Brazil",28,1662
"1jP_gqcAAAAJ","Holger Pirk","Imperial College London","Research Track PC","vldb","2018","Rio de Janeiro","Rio de Janeiro","Brazil",49,447
"s3lQL7YAAAAJ","Hong Cheng","Assistant Professor; TheChinese University of Hong Kong","Research Track PC","vldb","2018","Rio de Janeiro","Rio de Janeiro","Brazil",3000,39609
"HNwwWQgAAAAJ","Huy T. Vo","TheCity College of New York; City University of New York and New York University","Research Track PC","vldb","2018","Rio de Janeiro","Rio de Janeiro","Brazil",74,2609
"FJ7im7AAAAAJ","Immanuel Trummer","Professor for Computer Science;Cornell University","Research Track PC","vldb","2018","Rio de Janeiro","Rio de Janeiro","Brazil",26,189
"kdv2ajAAAAAJ","Isabel F. Cruz","University of Illinois at Chicago","Research Track PC","vldb","2018","Rio de Janeiro","Rio de Janeiro","Brazil",224,4178
"5bYRZ4sAAAAJ","Jaideep Vaidya","RBS Dean's Research Professor of Computer Information Systems;Rutgers University","Research Track PC","vldb","2018","Rio de Janeiro","Rio de Janeiro","Brazil",202,7675
"o-I3jsgAAAAJ","Shih-Chin (James) Cheng é„­ä¸–é€²","National Tsing Hua University; Institute of Molecular Medicine","Research Track PC","vldb","2018","Rio de Janeiro","Rio de Janeiro","Brazil",36,2605
"iHevumsAAAAJ","Jeffrey Xu Yu","Chinese University of Hong Kong","Research Track PC","vldb","2018","Rio de Janeiro","Rio de Janeiro","Brazil",2774,18606
"fykfPiwAAAAJ","Jens Dittrich","Professor of Computer Science;Saarland University; Saarland Informatics Campus","Research Track PC","vldb","2018","Rio de Janeiro","Rio de Janeiro","Brazil",86,3097
"zIMEVKsAAAAJ","Jian Pei","Professor of Computing Science;Simon Fraser University","Research Track PC","vldb","2018","Rio de Janeiro","Rio de Janeiro","Brazil",417,77651
"fKV65XQAAAAJ","Jiannan Wang","Assistant Professor;Simon Fraser University","Research Track PC","vldb","2018","Rio de Janeiro","Rio de Janeiro","Brazil",44,1735
"FtbGhBQAAAAJ","Johannes Gehrke","Microsoft Office Products Group","Research Track PC","vldb","2018","Rio de Janeiro","Rio de Janeiro","Brazil",346,40368
"3C-n5Y8AAAAJ","Jose Rubens Macedo Jr","Federal University of UberlÃ¢ndia","Research Track PC","vldb","2018","Rio de Janeiro","Rio de Janeiro","Brazil",50,152
"iWy055wAAAAJ","Josep Domingo-Ferrer","Distinguished Professor;Universitat Rovira i Virgili; UNESCO Chair in Data Privacy; FIEEE; ACM DS","Research Track PC","vldb","2018","Rio de Janeiro","Rio de Janeiro","Brazil",535,10455
"jfdT_HIAAAAJ","Justin Levandoski","Microsoft Research","Research Track PC","vldb","2018","Rio de Janeiro","Rio de Janeiro","Brazil",57,1722
"i6wFsEQAAAAJ","Ke Wang","Professor of Computing Science;Simon Fraser University","Research Track PC","vldb","2018","Rio de Janeiro","Rio de Janeiro","Brazil",253,12482
"YxHLAJkAAAAJ","Ken Barker","IBM Research","Research Track PC","vldb","2018","Rio de Janeiro","Rio de Janeiro","Brazil",74,1667
"3Y254i4AAAAJ","Kyuseok Shim","Professor of Electrical and Computer Engineering Department;Seoul National University; Korea","Research Track PC","vldb","2018","Rio de Janeiro","Rio de Janeiro","Brazil",211,18274
"_RCsaOsAAAAJ","Laks V.S. Lakshmanan","Professor of Computer Science;University of British Columbia","Research Track PC","vldb","2018","Rio de Janeiro","Rio de Janeiro","Brazil",274,14459
"FmRpFsoAAAAJ","Letizia Tanca","Professor of Databases and Technologies for Information Systems -Politecnico di Milano","Research Track PC","vldb","2018","Rio de Janeiro","Rio de Janeiro","Brazil",280,5627
